,Unnamed: 0,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
37835,37835,Cduw9GWnZ_ZvsACVVrlkEA,La Reina Mexican Food & Bakery,"1600 N Jones Blvd, Ste 110",Las Vegas,NV,89108,36.1887688,-115.22350630000001,3.0,12,0,"{'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'False', 'BikeParking': 'False', 'RestaurantsDelivery': 'False', 'GoodForKids': 'True', 'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'quiet'""}","Bakeries, Mexican, Restaurants, Food",
37929,37929,0Nb4piKDUVbedlrakwEUuw,Del Taco,7757 N El Capitan Way,Las Vegas,NV,89143,36.3025900575,-115.2847559785,3.0,48,1,"{'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'False', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': True}"", 'Alcohol': ""u'none'"", 'WiFi': ""'free'""}","Fast Food, Restaurants",
37936,37936,BKg8YIGX_5YyUczmBAyyCQ,China Passion,2775 S Nellis Blvd,Las Vegas,NV,89121,36.139117600000006,-115.06696950000001,4.5,124,1,"{'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'Alcohol': ""'none'"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Caters': 'True', 'RestaurantsDelivery': 'True', 'NoiseLevel': ""u'quiet'"", 'HasTV': 'True', 'WiFi': ""u'no'"", 'RestaurantsTableService': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Food Delivery Services, Food, Soup, Chinese, Restaurants","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:30'}"
37962,37962,REbr-5VuKm9yGFWstjuceg,Jimmy John's,4469 W Flamingo Rd,Las Vegas,NV,89103,36.1151285024,-115.20150529370001,3.5,18,1,"{'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '2'}","Restaurants, Fast Food, Delis, Salad, Sandwiches, French","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}"
38145,38145,U33yMM_-xV-qYLKb1LGLPQ,Subway,6150 W Charleston Blvd,Las Vegas,NV,89146,36.1594213319,-115.22524616540001,2.5,13,1,"{'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""'dressy'"", 'RestaurantsGoodForGroups': 'False', 'HasTV': 'False', 'Alcohol': ""'none'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'WiFi': ""'no'"", 'BikeParking': 'False', 'GoodForKids': 'True'}","Sandwiches, Restaurants, Fast Food",
38203,38203,b-RSw4G3HJvGfwvRLzuLPw,SUGARCANE Raw Bar Grill,3355 Las Vegas Blvd S,Las Vegas,NV,89109,36.121179,-115.169653,4.0,386,1,"{'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': False}"", 'Smoking': ""u'no'"", 'WheelchairAccessible': 'True', 'RestaurantsPriceRange2': '3', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}"", 'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}"", 'CoatCheck': 'False', 'BikeParking': 'False', 'OutdoorSeating': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'GoodForDancing': 'False', 'NoiseLevel': ""u'average'"", 'HappyHour': 'True', 'RestaurantsTableService': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsDelivery': 'False'}","Nightlife, Bars, Coffee & Tea, Tapas/Small Plates, Wine Bars, American (Traditional), Cocktail Bars, American (New), Tapas Bars, Desserts, Food, Restaurants","{'Monday': '10:0-1:0', 'Tuesday': '10:0-1:0', 'Wednesday': '10:0-1:0', 'Thursday': '10:0-1:0', 'Friday': '10:0-2:0', 'Saturday': '10:0-2:0', 'Sunday': '10:0-1:0'}"
38335,38335,b48IZPvY6MQO8MXK3uCNCQ,Village Pub & Poker,10420 S Bermuda Rd,Las Vegas,NV,89183,36.0008248,-115.15440120000001,4.0,36,1,"{'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'False', 'RestaurantsReservations': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'Alcohol': ""u'full_bar'"", 'WiFi': ""'free'"", 'Caters': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'True', 'HappyHour': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True', 'NoiseLevel': ""'average'""}","Pubs, Arts & Entertainment, Nightlife, Food, Casinos, Breweries, Restaurants, Bars, American (Traditional)","{'Monday': '6:0-6:0', 'Tuesday': '6:0-6:0', 'Wednesday': '6:0-6:0', 'Thursday': '6:0-6:0', 'Friday': '6:0-6:0', 'Saturday': '6:0-6:0', 'Sunday': '6:0-6:0'}"
38367,38367,8K3CRM4COa0SSBEvli0fJQ,Paymons Mediterranean Cafe & Hookah Lounge,8380 W Sahara Ave,Las Vegas,NV,89117,36.1448066,-115.2739885,3.5,522,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False', 'Alcohol': ""u'full_bar'"", 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Caters': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'True'}","Bars, Middle Eastern, Grocery, Vegetarian, Greek, Nightlife, Mediterranean, Restaurants, Food, Hookah Bars","{'Monday': '0:0-0:0', 'Tuesday': '11:0-1:0', 'Wednesday': '11:0-1:0', 'Thursday': '11:0-1:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-16:0'}"
38496,38496,BQKPbuILIAG53XtIZ51s5Q,Original Tommy's Hamburgers,7079 W Craig Rd,Las Vegas,NV,89129,36.239889821999995,-115.24865130799999,3.5,144,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'DriveThru': 'True', 'WiFi': ""'no'"", 'RestaurantsTableService': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsPriceRange2': '1', 'BikeParking': 'True', 'OutdoorSeating': 'False', 'Alcohol': ""u'none'"", 'Caters': 'False', 'HasTV': 'False', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsReservations': 'False'}","Food, Restaurants, Burgers","{'Monday': '8:0-0:0', 'Tuesday': '8:0-0:0', 'Wednesday': '8:0-0:0', 'Thursday': '8:0-0:0', 'Friday': '8:0-0:0', 'Saturday': '8:0-0:0', 'Sunday': '8:0-0:0'}"
38557,38557,kiweDovyXezj-ZMpB1tlXg,Village Pub & Poker,2301 E Sunset Rd,Las Vegas,NV,89119,36.0708587,-115.1200354,4.0,49,1,"{'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'no'"", 'Alcohol': ""'full_bar'"", 'NoiseLevel': ""'quiet'"", 'GoodForKids': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsPriceRange2': '2', 'Caters': 'False', 'RestaurantsAttire': ""'casual'""}","Breweries, American (Traditional), Casinos, Arts & Entertainment, Restaurants, Food, Pubs, Bars, Nightlife","{'Monday': '6:0-6:0', 'Tuesday': '6:0-6:0', 'Wednesday': '6:0-6:0', 'Thursday': '6:0-6:0', 'Friday': '6:0-6:0', 'Saturday': '6:0-6:0', 'Sunday': '6:0-6:0'}"
38560,38560,BHIIG8miKQo3s7bodp2ICA,Checkers,6464 N Decatur Blvd,Las Vegas,NV,89131,36.2768608473,-115.20624496040001,2.5,15,1,,"Hot Dogs, Burgers, Fast Food, Restaurants",
38609,38609,cHPhtFqvkQ9hpr_ka-sLow,Costco Food Court,801 S Pavilion Center Dr,Las Vegas,NV,89144,36.1629823601,-115.3329418774,4.0,46,1,"{'WiFi': ""'no'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'Caters': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'HasTV': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""'none'"", 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'False', 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'NoiseLevel': ""'loud'"", 'RestaurantsDelivery': 'False', 'RestaurantsTableService': 'False', 'GoodForMeal': ""{'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}""}","Restaurants, Food Court","{'Monday': '10:0-20:30', 'Tuesday': '10:0-20:30', 'Wednesday': '10:0-20:30', 'Thursday': '10:0-20:30', 'Friday': '10:0-20:30', 'Saturday': '9:30-18:0', 'Sunday': '10:0-18:0'}"
38622,38622,a3jFGgoWbPkPGENEafiXwg,Binion's Cafe,128 Fremont St,Las Vegas,NV,89101,36.1716327,-115.14426340000001,3.0,215,1,"{'GoodForKids': 'True', 'HasTV': 'False', 'WiFi': ""'no'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Caters': 'False', 'NoiseLevel': ""'average'"", 'OutdoorSeating': 'False', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': True}"", 'Alcohol': ""'beer_and_wine'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTableService': 'True'}","Arts & Entertainment, Casinos, Restaurants, Cafes, Diners, Chinese, Steakhouses, Food","{'Monday': '7:0-2:0', 'Tuesday': '7:0-2:0', 'Wednesday': '7:0-2:0', 'Thursday': '7:0-2:0', 'Friday': '7:0-2:0', 'Saturday': '7:0-2:0', 'Sunday': '7:0-2:0'}"
38640,38640,D6iaNp68eH0LFx5H1vWBCQ,Panda Express,1263 E Silverado Ranch Blvd,Las Vegas,NV,89123,36.0129039528,-115.13580071770001,3.0,44,1,"{'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'RestaurantsTableService': 'False', 'Alcohol': ""u'none'"", 'OutdoorSeating': 'True', 'DriveThru': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'Caters': 'True', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'BikeParking': 'True', 'WiFi': ""'no'"", 'BusinessParking': 'None'}","Fast Food, Chinese, Restaurants","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-22:0', 'Sunday': '10:0-22:0'}"
38658,38658,zEaGcSVPDQipnRdEZp-F6g,Dom DeMarco's Pizzeria & Bar,9785 W Charleston Blvd,Las Vegas,NV,89117,36.1578224556,-115.3112018601,4.0,624,1,"{'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True', 'Caters': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsReservations': 'True', 'WiFi': ""u'free'"", 'BestNights': ""{'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'GoodForDancing': 'False'}","Bars, Pizza, Restaurants, Wine Bars, Food, Italian, Nightlife","{'Monday': '11:30-21:0', 'Tuesday': '11:30-21:0', 'Wednesday': '11:30-21:0', 'Thursday': '11:30-21:0', 'Friday': '11:30-22:0', 'Saturday': '11:30-22:0', 'Sunday': '11:30-21:0'}"
38664,38664,YNUdy-W_ZFO9B2SZUKRrPw,Del Taco,10320 W Charleston Blvd,Las Vegas,NV,89135,36.159442999999996,-115.3209605,3.5,60,1,"{'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'False', 'BikeParking': 'True', 'GoodForKids': 'True', 'HasTV': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': True}"", 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'no'"", 'RestaurantsPriceRange2': '1', 'DriveThru': 'True', 'RestaurantsDelivery': 'False', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'OutdoorSeating': 'True'}","Mexican, Fast Food, Restaurants",
38689,38689,mElsJdTjWv9a5b6Ti8L9Pw,Great Harvest Bread Co,"4800 E Bonanza Rd, Unit 8",Las Vegas,NV,89110,36.17426470000001,-115.06822859999998,4.0,19,0,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '2'}","Bakeries, Food, Restaurants","{'Monday': '6:0-19:0', 'Tuesday': '6:0-19:0', 'Wednesday': '6:0-19:0', 'Thursday': '6:0-19:0', 'Friday': '6:0-19:0', 'Saturday': '6:0-19:0'}"
38690,38690,vwPj0pUbMPtvHFdP-rQoXA,Goldilocks Bake Shop,467 East Silverado Ranch Blvd,Las Vegas,NV,89183,36.0121205136,-115.15344869350001,3.5,6,1,"{'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}""}","Food, Desserts, Bakeries, Filipino, Restaurants, Custom Cakes",
38751,38751,4aCun88uZMOsAoymY5Li3w,Icy Juicy,"3400 S Jones Blvd, Ste 20",Las Vegas,NV,89146,36.126656949099996,-115.2242819387,3.0,259,1,,"Bubble Tea, Coffee & Tea, Food, Restaurants, Taiwanese","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}"
38760,38760,G4hjhtA_wQ-tSOGpgGlDjw,Bajamar Seafood & Tacos,1615 S Las Vegas Blvd,Las Vegas,NV,89104,36.151742104200004,-115.1518118808,5.0,282,1,"{'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'NoiseLevel': ""u'quiet'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'True', 'WiFi': ""'free'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'BikeParking': 'False', 'OutdoorSeating': 'False', 'RestaurantsTableService': 'True', 'BusinessAcceptsBitcoin': 'False', 'Caters': 'False', 'WheelchairAccessible': 'True', 'Alcohol': ""u'beer_and_wine'"", 'DogsAllowed': 'False'}","Dive Bars, Restaurants, Bars, Tacos, Fast Food, Nightlife, Mexican, Seafood","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0'}"
38763,38763,O1UaBWCQbcEdzpX6sSWRjQ,Operation Donuts,850 N Las Vegas Blvd,Las Vegas,NV,89101,36.1796743836,-115.131049566,5.0,6,1,"{'RestaurantsDelivery': 'True', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True'}","Food, Donuts, Event Planning & Services, Restaurants, Caterers, Food Stands","{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-19:0', 'Sunday': '9:0-19:0'}"
39016,39016,Nr5TGaBoGraxbZBCzKyvuA,Tacos La Carreta,4130 Spring Mountain Rd,Las Vegas,NV,89102,36.1266614,-115.1956584,4.5,89,1,"{'RestaurantsReservations': 'False', 'RestaurantsAttire': ""'casual'"", 'HasTV': 'False', 'Caters': 'False', 'NoiseLevel': ""'quiet'"", 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'False', 'Alcohol': ""'none'"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""'no'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1'}","Mexican, Food Trucks, Food, Restaurants","{'Monday': '7:0-2:0', 'Tuesday': '7:0-2:0', 'Thursday': '7:0-2:0', 'Friday': '7:0-2:0', 'Saturday': '7:0-2:0', 'Sunday': '7:0-2:0'}"
39049,39049,ktJR5j14AH-Cc45J7jJ9nw,Subway,600 E Warm Springs Rd,Las Vegas,NV,89119,36.057432899999995,-115.1494979,2.0,17,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'False', 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'Alcohol': ""'none'"", 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'False', 'WiFi': ""'no'"", 'NoiseLevel': ""u'quiet'"", 'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True'}","Restaurants, Sandwiches, Fast Food",
39053,39053,ozEDKl0tZw5ob1evx41gcQ,Big Dog's Draft House,4543 N Rancho Dr,Las Vegas,NV,89130,36.2424193447,-115.23581079510001,4.0,457,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'True', 'BikeParking': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""'full_bar'"", 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'ByAppointmentOnly': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Breweries, Nightlife, Bars, American (Traditional), Sports Bars, Food, Restaurants, Pizza","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
