,user_id,restaurant_id,actual_rating,recommended_rating,latitude,longitude
7478,ZyGrNTbnab8N3kmesYaQBQ,3vxIqhm2jCVjkUWtmDvTsw,5.0,4.174400466093733,36.0524764,-115.17161609999998
7483,p9TNT6pNKRuvBSzNf27JkQ,3QzPhQ3ltbon0-1gC7Q18Q,4.0,3.565664427932064,36.1720776,-115.1468298
7484,qbq4zC9SrZuaQ4-J-wtRuw,6bU4NFkXbdbvnQBDa9-nfQ,3.0,2.9000322064427166,36.128569,-115.2241611
7486,p9c15C0TiryLJKobzwPt1A,q3oJ6bNRV3OoJrwc95GOwg,5.0,4.288341546550454,36.0359228984,-115.24290718709999
7495,BuKN22G8IY_rIuLLZ1Z9Xw,h19bR52xQ9fQWGMTSbjnbw,4.0,4.495683081163555,36.1011439,-115.2274256
7496,vWUj8ed8ojO8CctKP-mwxQ,G1mPdGpIEr4UequrK94LNA,4.0,4.152304702039064,36.1051599,-115.136178
7498,_ABftW6CZdx4iMdHaCkiZA,oJZNHz5UUVUgrZwVBVlpYw,4.0,4.587861103288006,36.112847333699996,-115.17581462860001
7500,J4_8iAZe91bHwp9hOAde9g,V94gk_Vx0Ot623UGHG6PrA,4.0,3.335007633081738,36.2931703,-115.1790966
7503,-9B3OS9cH8jIwIjYdqn8xQ,zK7sltLeRRioqYwgLiWUIA,3.0,3.8333795039556873,36.1688226288,-115.14023399969999
7505,BUTS4577VeA7JbyLAlelYA,wZkjm9TGa7nXLYHxhIRO5w,5.0,4.604109441728737,36.1256356,-115.2024865
7507,BB9HSGkrJJppYmIgF37fgw,9XelmxS5q9tv7uClvjGqMg,3.0,3.5838349008057904,36.1181769595,-115.13602161690001
7513,8XKSiMpMxgdwI3qjuqmXFg,y4ETe3DkcIjjr_eyeg5U5g,4.0,4.277084459078527,36.158705,-115.15293
7516,HVJgTH5qu0goywOHNpOjPA,IhNASEZ3XnBHmuuVnWdIwA,5.0,5.0,36.0542269,-115.2424074
7517,deL6e_z9xqZTIODKqnvRXQ,afMwlotE4c2nBLilhaOxhw,3.0,2.672734416458151,36.11006679999999,-115.172501
7519,iSC96O2NjQc3JExGUHQG0Q,f1L-fI_wM5aH7_YG7WcUaA,4.0,3.6858060475513743,36.1586808,-115.2367199
7527,Bj_MarPEKBe2xN12YimekQ,ybHlmdUHLPKfv85bRK4Wtw,5.0,4.651862650404028,36.0350856,-115.1357861
7533,TDE8d2Z3BXugqVOYzGOX3w,N0apJkxIem2E8irTBRKnHw,5.0,4.1512263666295,36.102543,-115.169884
7536,dEgO4_n8thLMbG1dKfFMHg,UMqfeCItzQ2glr4d9apGlA,4.0,4.5253908644355345,36.0719274658,-115.10703395629999
7537,3nIuSCZk5f_2WWYMLN7h3w,1uDUisf3ro5V3vC60cxfFw,5.0,4.56740702090178,35.9208835,-115.1652008
7541,fquTEV93jh82JYob6u0CEA,f4x1YBxkLrZg652xt2KR5g,5.0,4.338129711869207,36.1181806906,-115.1715797813
7543,_VMGbmIeK71rQGwOBWt_Kg,UUGoM4q4i8rK2CBRS0xDAw,4.0,4.117221908513562,36.1119459216,-115.1768767834
7549,CiJat5Up2jAO3B0qTbiN5Q,eoHdUeQDNgQ6WYEnP2aiRw,4.0,3.6053720415422794,36.1156697204,-115.17331657959998
7551,T1XUUXIEU5uj3NmdWAdIlA,86wtLylJ9fbVuXRy5WU3Zw,4.0,4.256048139913871,36.029048098800004,-115.11492710969999
7553,t8E9gcxYl3rdrxZq-psepA,mAIPUQPJiWXudRbOaBX33g,1.0,1.0,36.058743,-115.278512
7554,VE-MQT95EqQePD4zQ8kVwQ,gqdqnFg2lYeSyS20q2ZK_Q,5.0,4.5169714237927785,36.0569792,-115.2801062
7555,x9I1IuOkMkIxs9IHF8FvFw,xinvYQjpFtFY_jTZPZ5uUw,4.0,3.7348034979900198,36.105748,-115.136843
7560,90yTgvb2Eyh3acicXFgEMg,ozEDKl0tZw5ob1evx41gcQ,3.0,3.783424515247888,36.2424193447,-115.23581079510001
7567,tH0uKD-vNwMoEc3Xk3Cbdg,pik4ebdFa0UcUhnNkivFcg,4.0,3.783061147480105,36.1193209467,-115.1752004472
7568,FRxGcIRukrH5lW2SQSxstg,0_aeYE2-VbsZts_UpILgDw,4.0,3.633204837935279,36.152831458,-115.3338667748
7569,UL5K2rnSYIPD1LcqPgbmDQ,DzKl51tivGJMLiNsQqf38w,4.0,3.961901045748892,36.018286,-115.1179043
7574,lK-nDdaTfvhuhUowIyOpmw,2rvBPUBtQU0WfcOAHLQWRQ,4.0,3.5937870157928127,36.1079963,-115.1363937
7580,Nnngjc-X-S7_9OVE_jn70A,QmVF3KJ07PsdroCFwOC_Ow,4.0,4.210761615097386,36.107073,-115.136015
7581,RXSFT4K09Ta6oTdrvFGmCA,-oUM2uISux96lMGeawHIOA,4.0,3.869731230816701,36.12677,-115.169178
7583,BFaQvJf3Om6rON2I9tCOQw,GU7ww3eoGTcXAze8VJtC7g,4.0,3.4840643079445264,36.1216024764,-115.17443762290002
7584,XKo5IT6o-WslzHPT69PRSQ,vl1aHp6pvnSmpoRQShWLjg,3.0,3.1496909002757114,36.156805373800005,-115.3341114173
7585,EgUEd1P7gdHvAgPSzwAIUQ,u8-WDsLXAl0dXQW_wqWrDg,3.0,3.7950993841451774,36.102861,-115.174257
7590,qYpoq2wwCDdIBfcSSBYqww,Yq92uUpugGyJLvDtcDRunw,5.0,4.155784088080632,36.02137589999999,-115.1180729
7591,oEvsA_IvL0yRyI7d4lT-IA,HoKXKkW8oC9q8XnjKLulRw,4.0,3.5395466122981314,36.1097544,-115.1738726
7592,XetOgmeZKHhpiauBCK_t1w,VahVKCDFougCFlWH87OYZQ,4.0,4.0582622347064,36.050869,-115.2441452
7593,UHHraFRu5NKvZqIHp2O02w,nlsibvBeSc8vfus2KuQatA,5.0,4.40982264754811,36.1015133836,-115.31443387270001
7595,afQ6Oln2Nu-olswxGA8UzA,ABtCLFoIEH26T2Ij-FQjag,4.0,3.62357111017021,36.1002484,-115.1395558
7598,-8syaSLDbMXW2F2FApVgig,EnCIojgP5KTr1leaysFE3A,4.0,4.197995330387913,36.1518972,-115.1525341
7601,wYlael7ejt4I3vjaXmpGnA,w7xofWhjSbWB5sEdkDFdZg,4.0,4.002938850832103,36.171570171999996,-115.14539988709998
7604,a3yOeL5b0lzbo1ORHF2yHg,AVA3AwMEHfLY9anV3WgDXA,3.0,2.862317265687917,36.0556182188,-115.24277496129999
7606,dWS7ISk4GIn8Pv_FuHirFw,XBEx2FI2GKmsjs7eWNr7Lw,5.0,5.0,36.1525834,-115.2435895
7608,aD263WOD4RShoqgvVhcKqQ,bjllusUsLq9zE4yZnLpOzg,4.0,3.594711346093212,36.0711592,-115.2073851
7609,eOIMO2wT_WbNqmavhnCRxw,A4yJu-Nq1n6nuLP6QKZkrw,2.0,2.329159953029608,36.218674,-115.256388
7610,IxEMT9rqzG6n4EJhqXSMvw,uW6UHfONAmm8QttPkbMewQ,4.0,4.407038469000856,36.0420628,-115.2781558
7611,Nhk0jTP2gkU12G4LHJVR3A,pKxVsJvj3s9UF1LcnnBrOw,5.0,4.769648144589688,36.1994339,-115.2426696
7613,ImVfDOri1NG5UE5MEmqHJg,ET8WuErpImo0zxS673gLxw,4.0,3.371410543140754,36.080972,-115.135804
7614,a3yOeL5b0lzbo1ORHF2yHg,umXvdus9LbC6oxtLdXelFQ,5.0,4.277026759917361,36.1264269463,-115.2099140423
7617,k4M43lXJuQMpQW65DTqzIQ,zEaGcSVPDQipnRdEZp-F6g,4.0,3.3144155608785986,36.1578224556,-115.3112018601
7622,fiGqQ7pIGKyZ9G0RqWLMpg,3c6U5CdxsN_6Gpc6dqTylg,4.0,3.568298135404881,36.1277253,-115.1744147
7623,GCW2jZE37yFtOroJQJg5WQ,N0apJkxIem2E8irTBRKnHw,4.0,4.273316041899637,36.102543,-115.169884
7624,7YazTTuWmUOp2dEvSqLEuQ,ugf6qjoG5h6VXR5-vpq0Qw,4.0,4.177149882101735,36.144875,-115.302719
7625,U4INQZOPSUaj8hMjLlZ3KA,ZPwx7ktiVluGFVg0L05n5A,4.0,4.017212340407599,36.12631500000001,-115.214259
7628,eytpwJXgg5nWU6jrlQ6qAA,hEpCJXGI_zRhKXgW67VbFA,3.0,3.1071807541473615,36.1564004,-115.3335562
7629,QyyCQb7i4YHZeHLPeLfYLQ,61qDFkNrHKzyA9n3dlgcEw,3.0,3.160325655252654,36.167,-115.28134
7635,055mHXHyW4wE3dwVSNMs9g,FiW6w5nmhlUoJAyNofb4jg,5.0,4.519396958328334,36.032122,-115.210267
7636,PAzgMhSXGokkOw2CMZUI1w,sqRX-XLlhx4rs2c1TpBf8A,5.0,5.0,36.127033,-115.210028
7647,O8M-LETl8rMBPwr9E8HxXg,fHM09_y3QX3n4a_bIFbk_w,4.0,3.926954435803769,36.121860270700004,-115.1689448836
7648,ejzke1gX5spaR-NcrGMn3A,Z1E36owKeeZKDL-9ZuanJw,4.0,3.1187117423479345,36.123486797199995,-115.2799091107
7650,OVl5qDO42B5Tf5PeGLo7jQ,Nr5TGaBoGraxbZBCzKyvuA,3.0,3.960985775255453,36.1266614,-115.1956584
7653,voNl6rXo9c-NuYIBIj5AQg,SIWwh4m6kkvUaa5skrVAQQ,5.0,4.1167876090416105,36.192999384000004,-115.1324633591
7658,cdCvHUFdssePxowTHIo3dQ,ixAh9crILnJ9tM8LhWFhkw,5.0,4.063088868278133,36.0732064948,-115.24353821780001
7662,k2kC7t_TYbe7XvcC3Mdrkw,2hSIeCX2cV-chFcBBXrZZA,5.0,4.700377475657455,36.075943,-115.2980657
7667,tORKMQQnMJLzCEsRXQikyg,_kb6GT4qawjwq47OsQ52xw,3.0,2.8220078618931788,36.117064,-115.171177
7668,5LU8ejCPg88auLUHatSz_w,7nRlDLrob6oK5zmGo4Vpbg,3.0,3.453563453119694,36.1149483,-115.2075811
7670,r5ggPC6OccLk6dDl5yqsJQ,d8n-iKS5_iiB8-qPT7MezQ,5.0,4.621642987452678,36.0548247395,-115.1687853241
7675,huXqrSaGyNO1aZKiM55EUg,3BCsAgo_1i4xMuTyLKMLRQ,5.0,4.289767916666264,36.0758761,-115.1817259
7676,hgfqysg2htnJI5bvtIIUjg,vl2IZrNJEA8npSjqXbdwxw,5.0,4.059514389962368,36.204189,-115.260244
7680,_3m4l05G2p-dHZ2N6p4rqQ,XZ7eQLjyGXf6y69UT4SGhg,5.0,4.9439389188540535,36.124693,-115.297912
7682,qU4ihnWVtnmneUnTPCLA0w,3weo8OctYcKoS_AV9OrOgw,3.0,3.9621965587754513,36.016341616,-115.11716745790001
7685,lXZ7aziyUJyA6V0FlIR1Wg,BjRi5W4tESsLRwVb85GIMQ,3.0,3.758483655790487,36.1265058,-115.213873
7688,sjl8z9XTo0cQGnUedkzIPQ,QmVF3KJ07PsdroCFwOC_Ow,4.0,4.015203533962607,36.107073,-115.136015
7689,r1Z8dxSnd7T4XEAhVUoA0Q,QcdKTLeP3J5Ki-fVcPZkfA,2.0,2.8466871153152,36.1282146,-115.2252957
7690,WstpcZuGllb1aeonbhQ3CQ,EMrghF81px-wnNqEYqA0Kw,3.0,3.0363701779325263,36.1632788522,-115.2891616524
7693,u_wqt9RshdZsoj8ikLqoEQ,igHYkXZMLAc9UdV5VnR_AA,4.0,4.035787873530837,36.166576,-115.286232
7694,QN3LkHBPcUN2B1lXFf_wKQ,hojZyJk1Wf2UE2CpG7cgIg,5.0,4.096424450551904,36.011077880900004,-115.11932373049999
7695,bLbSNkLggFnqwNNzzq-Ijw,Qc0l8rZ3nvrcERitgxu8XA,4.0,3.5331142620550984,36.1594778,-115.17122240000002
7697,kaJCbdYCy657hmpY6Eb82w,WiWJR2WrC2x4_2sZ6p5czQ,2.0,2.9965888605616007,36.0861228844,-115.24330931610001
7701,q9jCDNZDRUYl2Pwlgxocig,2LNnIARy-lGmrlEMZSxZ1w,4.0,4.565295190826372,36.100745,-115.103546
7705,ukkRTJLkQTx95fCalVn6BA,BjRi5W4tESsLRwVb85GIMQ,4.0,3.733010902188072,36.1265058,-115.213873
7709,TfofCo_xEwY4am19d8lGYw,R_fQGSUQv0L_fRiuua47dw,4.0,4.376699463069902,36.0811779,-115.2970471
7715,UYcmGbelzRa0Q6JqzLoguw,aNe8ofTYrealxqv7VtFTuw,3.0,3.1419973584437666,36.0702792,-115.2249525
7717,fVILhIglx6RNOXQba5t4kQ,IB8zLlGraOg9LU7qQVLPyg,5.0,4.131995551906444,36.1268121273,-115.1747676949
7718,6BLLyZDiR0pb-h2E5qvLXw,7nRlDLrob6oK5zmGo4Vpbg,3.0,3.74951465585936,36.1149483,-115.2075811
7722,VDl27wsgEKZEer0-ldYn7w,3BCsAgo_1i4xMuTyLKMLRQ,5.0,4.427547842559885,36.0758761,-115.1817259
7725,tKCVcw59eH1-JtJNiK7LhQ,w8RWhhuKxMiFCpvFvIQ3zg,4.0,4.229758395252961,36.1191259407,-115.1772566948
7729,Apj8bnqWlnaiSu4YDl0wDA,tMdgY7Ou4k3bYZZulJCiuQ,5.0,4.0557231031277725,36.1619276,-115.1346287
7730,-pG4fm6eWoGLP6fIsFBvzw,SAIrNOB4PtDA4gziNCucwg,4.0,4.1024088424868905,36.143924215300004,-115.1917272624
7735,S5Eld1fZx6D8d9i5YbFOaA,hIUKufhwR6Ifn7bi0-phLA,5.0,4.6169252577084885,36.066865,-115.27324099999998
7736,qQecSd0lynfB4g-LPa9JCw,JsCKeWHA8n_5mFQ3F6t4UA,4.0,3.4341753282295087,36.10301010000001,-115.1735187
7737,5vJE4ploStTJHi3PH0YqIA,82YGtjc5KKikNiqBZ33qzw,4.0,4.496250472912748,36.0698311,-115.2249867
7738,QTeq4wLhXlN4Dr0obpLnbQ,3BCsAgo_1i4xMuTyLKMLRQ,4.0,4.383618832312815,36.0758761,-115.1817259
7741,JqjAthJThuVYgTh4iWDZ2A,gqdqnFg2lYeSyS20q2ZK_Q,3.0,3.769692687806028,36.0569792,-115.2801062
7744,Q7xxvMVhns_CZ7G0b4Cxrg,FEEJ4rK8EZ7cqIvBM5luGg,1.0,1.9763581995119068,36.1274548,-115.2793597
7746,rQLEfpfSjVK-3dBmIMKZDA,IhNASEZ3XnBHmuuVnWdIwA,5.0,4.760384481865555,36.0542269,-115.2424074
7750,G0BxLN3TDXA9n2TlMwvxfw,OPSNdO3LNPMt7qz1MNb42g,5.0,4.622340398222116,36.118909360500005,-115.15433204790001
7751,R_uxlSD2MMkNwA8ers0DhQ,FvVSy2r7_zDEhZWqLgjXNQ,4.0,3.9742147971881687,36.1761018,-115.2602821
7760,KANWuzz4Gz2gNQH4xC53cA,lokPfoken16iTeAJ2PAwmQ,3.0,2.834954910322572,36.24989220000001,-115.2441383
7761,tiqFIgoFbLPkpy3zBFpKTw,32JWhoH-Kiu1wRFTvHvW9Q,5.0,4.470889963254955,36.078686,-115.241801
7762,YMgZqBUAddmFErxLtCfK_w,1Vvxx-9AoINg8TJXOZgEHg,3.0,3.4816117969896565,36.10984600000001,-115.172381
7763,Xr63tSoQeUWpgdzSIQnFYA,UEuvtQTKNS0w53oJTrwS2Q,4.0,3.451135985452062,36.1665965,-115.1442241
7764,nBssWrodnyH2iZ6hEI438w,p5rpYtxS5xPQjt3MXYVEwA,4.0,4.274322014014322,36.026212,-115.1193405
7769,qNeMBnzJc3Kwk8Z39TDZEg,O0DxNujKaN-KIfcgbV3MgA,5.0,4.346619188754107,36.144531023,-115.13754587620001
7773,WaAOt_eG0_-yLpG3fI--3g,FLMxWQO-ckCQmGZhU9OQgw,3.0,3.5182544178764377,36.1178899374,-115.18939461120002
7775,6NYDXzkyYW3O2zYjzPRMsg,y8d90Pt16Nip-B5UXWBP-w,4.0,3.8624032574392464,36.1567959455,-115.33438682559999
7776,dcYFZfdpPTs9_lFYepapGA,YqhhwTqRdLsf7V4yKA33-A,2.0,2.964851002667753,36.2382786609,-115.11923571969999
7778,9G-iVpUwnPUz8rbcQmKajw,G9uajeJq5BR9tIKekfh6Fw,4.0,3.618297441950936,36.041341,-115.1525106
7779,VZRxANvyTm2ixS6jYDGgEw,7usumJrTK_qs2GbSd8zIvg,4.0,3.1983089113599408,36.1596183,-115.2330307
7780,vhNJa8QzWsyy3s7Azd3HEw,aghOCY7m-I_8tNA9FnRcjg,3.0,2.9700629524239446,36.2396354,-115.2259466
7782,jOJl4LHuIVDubcNlNGHahQ,-oUM2uISux96lMGeawHIOA,3.0,3.5808208346278256,36.12677,-115.169178
7784,Ly-ZEgIHT6imBIGMDwNX8w,hIUKufhwR6Ifn7bi0-phLA,5.0,4.5967569052747805,36.066865,-115.27324099999998
7785,YMgZqBUAddmFErxLtCfK_w,RESDUcs7fIiihp38-d6_6g,4.0,3.7002587092018255,36.116113,-115.176222
7787,TprC8sujz8MkwuomrqUSiw,kiweDovyXezj-ZMpB1tlXg,4.0,3.7255385813949777,36.0708587,-115.1200354
7788,3nIuSCZk5f_2WWYMLN7h3w,2SfSzEd3B7WimeZac23zhg,4.0,4.235929315557754,36.166996958,-115.286524787
7789,dXIO-WFQJ8pwQ5M2STewZA,tsYriuDpdtaTju7LUANDzg,3.0,3.5222862590350004,36.1417857,-115.1191783
7793,mmUsLiQDb--7BBAxA6wKrA,HSumjjzNb_gltxMe4-zd5w,4.0,3.6577235242732016,36.0306704,-115.1357418
7795,MopyJvrcBSgQYfyA4wyP7w,XQJr9_jZR1vOoZVcZfDDwQ,3.0,3.274736286698486,36.0379386,-115.1818294
7796,M6uDHCxhZybBdngFuBmrHg,KyzPvdGPb2ubVlXJrS2QPA,3.0,3.762809812033861,36.0900715,-115.2439023
7799,Gab1_sLsjJLAJojoFd-d-g,7nRlDLrob6oK5zmGo4Vpbg,3.0,3.6184272826073087,36.1149483,-115.2075811
7801,4Hqi1P0Y4AD0wzIQr6xtiw,IOEGLxXwCNiq4P-U359D7Q,4.0,4.919689191857577,36.1385152,-115.2843553
7803,2IZGKF1hZaVfEPZ6D-kXXQ,dYDuaXVyIXMXlmeMYf2ktw,5.0,4.0834922463990315,36.09571500000001,-115.2982684
7807,46-qsKjqR4vptCIYrHH1yw,R_fQGSUQv0L_fRiuua47dw,4.0,4.5788332411365165,36.0811779,-115.2970471
7810,wREZSU2HKuekzAm49jW6sg,wX1ORSDKPkA5ftE7F6UONw,5.0,4.354868361048087,36.1714234,-115.2452456
7812,M4uGs-0Fskn48t9icYk_Tw,eiTWTVThkHr-DKXxIysbgA,4.0,4.370575771385355,36.04375,-115.243965
7815,yV5GOIgaB2U2ilb7kj1ybg,YaTlfyPieOXwHH16wzieFg,3.0,3.0543611664777464,36.0334392429,-115.20722412139999
7822,qNrHLZPurBWJzeAMkFLvvA,NvKNe9DnQavC9GstglcBJQ,3.0,3.965430241480997,36.121822,-115.168855
7826,6NYDXzkyYW3O2zYjzPRMsg,hAKz92Nyvyh05qIE6wpWHg,3.0,2.531823436313025,36.0574741,-115.1205455
7828,kmE8w5Y785eZmodsx0V6Ag,yHYjDPuRtLvhvMpOn5fXOQ,4.0,4.284597712523085,36.119189,-115.2797301
7831,ysCBsXWPB-LAiewVS3jZfQ,eoyvbnRYQe-z85e8Rc6vAg,4.0,4.0856582643115305,36.1703149,-115.1448997
7832,e-0zEgp_EK9oBbyQpyI71w,SUd3IyEN7n5OYEGyt_U5lg,3.0,3.7256497968395115,36.2649537244,-115.2519058809
7838,w-w-k-QXosIKQ8HQVwU6IQ,dn_ipqbm7_jUz5X3rDez_A,2.0,2.9228145432194133,36.10831760000001,-115.174085
7840,9Hcm6Sz-YEGTZzVYmlnQog,3uC7Lbc3RgUDTWQlBu4PqQ,4.0,3.983536969208476,36.12291,-115.17071599999998
7843,2i-vlvGFvy9JoVzGlursww,REJPrXEZly4PDQNmiMGI8Q,4.0,3.5595700668877317,36.2186971729,-115.3139333208
7845,JADdo9NEeO5Az9aOYbyvZA,zJ1kytRoyIHKqhl1DounBQ,4.0,4.146408959673462,36.1130109,-115.1765221
7849,SoiacX2r2mvHqIh3GgRMUw,BcW7Z9lPmOB_8eS2lEuOqQ,5.0,4.416285133562433,36.117758,-115.154519
7855,ccl5JZivv93oVySmX6TBjQ,4JNXUYY8wbaaDmk3BPzlWw,5.0,4.627677467323657,36.112859,-115.172434
7858,viK0WBxOVdcG1f4Xqkrp5w,k5pA0N9K2zy5OQZSqeC0jQ,3.0,3.264285673495154,36.014137,-115.15498
7867,pDvDLpD7CiMlIebsDPCRSQ,QDeB3ZtWYzVJJ0KK-HM-PA,4.0,4.581587399011736,36.12656320000001,-115.2042227
7870,G7petnMalWRzvI4shPxNIA,N95IG-T9bbR2iNL9_an1SQ,5.0,4.2141098574129865,36.0532899,-115.2795528
7874,iSRz22Zv-0eKzyuB3kchJA,HoKXKkW8oC9q8XnjKLulRw,5.0,4.045626021240836,36.1097544,-115.1738726
7875,-267Yx8RmdP6io2-qI4UcQ,ozEDKl0tZw5ob1evx41gcQ,3.0,3.802681272143024,36.2424193447,-115.23581079510001
7878,Wk--RNQokW9Jrj2vJuWBww,GJBLjDkfJ4tvkpAjDeCikA,2.0,2.484210987025953,36.1438217,-115.294084
7879,wi0d3o8tU6ahnUllJ3332w,9UVkAmyodpaSBm49DBKFNw,4.0,4.354148559591576,36.264618,-115.257566
7882,TdYKJgSgY2GF_YJnwsi5yQ,C7X8VCpbBwTP2lFR354EIA,5.0,4.206304960623291,36.167937,-115.140467
7884,sqJZt_Z144RWGk4bdKTpSw,PgQZfKQwW6Q9fIvViD7Xrg,5.0,4.090133653706252,36.160698,-115.289993
7888,sz6mhYqelucFzEATxsEuGQ,0xvdC8F0HmFpAFkJk6nXLg,5.0,4.218684819682373,36.1454693,-115.30089
7894,YmuHitzT-bWAptpd1QY0YA,O7UMzd3i-Zk8dMeyY9ZwoA,4.0,4.1159149406223134,36.151555,-115.15261
7896,5iC8ACfjj_4wwCQ8vkj3og,rq5dgoksPHkJwJNQKlGQ7w,4.0,4.20546592376805,36.164180226599996,-115.2896297427
7899,2VABkVdFhHGMo7wAqfofGA,N4BbeIbQNgtUEEMutu9U3w,4.0,3.4911662219818926,36.1944345,-115.2430557
7903,_VMGbmIeK71rQGwOBWt_Kg,MVjkFLHNJmbQ-ZTd3QY3nQ,4.0,4.490633770577207,36.115773504,-115.0957367136
7907,9efCzgW1smpgjdjzCxG-Ig,BjRi5W4tESsLRwVb85GIMQ,4.0,3.6755505586937036,36.1265058,-115.213873
7910,_ykg4Fp8j_tU83q2tYC2FQ,8pmGz3Lg4f_r7HdDZPa4dQ,5.0,4.896817654439835,36.0994967,-115.220404
7913,LNPyE5X1K5B_flcTCH9StQ,Dxaz8OxaadecnWol18kAtw,4.0,3.430999164108116,36.113508959099995,-115.1750483518
7918,cr9HamWYnh-CdYzxJNwCOA,igHYkXZMLAc9UdV5VnR_AA,5.0,4.469080840946414,36.166576,-115.286232
7921,i_DR3vdE73nVm2GlMbGpGA,kDCyqlYcstqnoqnfBRS5Og,4.0,4.6179301993303765,36.06614920000001,-115.1190162
7923,cGn3B71bNKlVigJLjHVNzg,IhNASEZ3XnBHmuuVnWdIwA,5.0,4.826469113420055,36.0542269,-115.2424074
7929,3FsP1yT5MHH8rs3ldgtb-Q,sqRX-XLlhx4rs2c1TpBf8A,5.0,4.230830530386447,36.127033,-115.210028
7930,ZmF_PNjeXr27qP3ebYFxRQ,jLxeBgWhLRbII2ACkgH1Sg,4.0,3.609896654881595,36.1444011,-115.2742894
7934,qewG3X2O4X6JKskxyyqFwQ,7sPNbCx7vGAaH7SbNPZ6oA,5.0,4.008031142187504,36.0426311,-115.1530184
7936,Ril44NRYyUb1QnjgbU6otQ,uW6UHfONAmm8QttPkbMewQ,4.0,4.357464041522743,36.0420628,-115.2781558
7937,byV70bKT87SHgN0uRtow6w,igHYkXZMLAc9UdV5VnR_AA,5.0,4.170829597935168,36.166576,-115.286232
7938,DI0P1F8W0sOJElK-Z1Y7aA,0wW9PasC8pw8SY7rlY3ZKw,4.0,4.624253300648326,36.042896516300004,-115.1520552859
7942,YMG37osXwAL7pphRCZReYQ,IhNASEZ3XnBHmuuVnWdIwA,4.0,4.985354464777108,36.0542269,-115.2424074
7944,XXKjsdglgwSs9kWtK6ZWUQ,Qihead6oTtWCwde3TBqlGg,3.0,3.619682098233988,36.171301,-115.146052
7945,9GGxCNGtjsqRKQU0As3ldA,tk1vhYpCXB7L86OGp-livA,4.0,3.7391206228529636,36.2749697662,-115.17938705370001
7947,KefuZdgU_o1A6GM95T39Nw,V_KBvMXyBjvLH3rYcn-eXw,4.0,3.8062689305326534,36.1962809,-115.25090559999998
7949,CQZpblGIHeMlD7KqNP7J7Q,NLEe-RzDSU-5BN6xp_WWCw,3.0,3.8238944626010234,36.1588056245,-115.1931095123
7952,TVaRLJPv-kg_cQ7DuqOJBQ,Ys0m_f4kno_0G-3S39M-Ag,5.0,4.261158744253553,36.0438261006,-115.2438981459
7954,cs0KKAZICsJGhHc-BODN3A,GJBLjDkfJ4tvkpAjDeCikA,2.0,2.760269400077188,36.1438217,-115.294084
7958,zL2wX9mGV1p1nUSOk5mKxg,eoHdUeQDNgQ6WYEnP2aiRw,4.0,3.3913025122229135,36.1156697204,-115.17331657959998
7961,mt9mKxvSo1c_8DarT29RGw,lAR6Lj6-zBxQNqflZt0zTQ,3.0,3.3357877578223194,36.114943726599996,-115.1518316567
7962,v4WB-qGb4mSIOilHK6i-xg,LdB-ymK-cauStX7TxUAs_w,5.0,4.017844633513912,36.1229174,-115.1685253
7963,6NK3jFV7T0oOIt2lRaSBUA,ewmTwsZqCHH2gvCeDKz0dw,5.0,4.974087204984837,36.238245974899996,-115.150921382
7969,B7ygjO6fbs5IhW2ykL_MQQ,TeHB4-F_5Mwg1VE2Uzu0Ag,2.0,2.4423995707551143,36.09887020000001,-115.1759152
7971,bLbSNkLggFnqwNNzzq-Ijw,qpaX3qOHBSOAEDUcIs8SPQ,3.0,3.4798037224129974,36.1585998893,-115.2042446423
7975,Dbt1J1SQBwTFfzSWFVc89g,OVTY-NpcTA7iXbMQmusv3A,4.0,3.7224032776977567,36.15955200000001,-115.33191399999998
7979,9PODl32fViCXhN4NxBdGPQ,H8qpFitIesth86zqR4cwYg,5.0,4.086096201336205,36.107727,-115.176986
7980,MlpSVfLgNIK4_8qxfYzU5A,7BZ2NdkysVLgWScSEvhILQ,5.0,4.5599158646082865,36.166666,-115.13440459999998
7982,UYcmGbelzRa0Q6JqzLoguw,OjApDLQUPV8c_yPCg8xZog,3.0,3.3404428750788395,36.0682464,-115.1785589
7987,dL4_drDAJAPCsiw1y-xPNg,7BZ2NdkysVLgWScSEvhILQ,4.0,4.0247832669807435,36.166666,-115.13440459999998
7989,XxyyTYuL7KrrBFg8a14bEA,x-HiCsQUNdtbghzW4_ra2Q,1.0,1.4262325636574398,36.020586,-115.127524
7992,AbMjnKOwg736fcIu8apuyQ,IWN2heYitkg-D4UdqfxcMA,4.0,4.043041999376325,36.112279,-115.172397
7994,tUJJr2fvXDLbo34i3UGAvg,inuW6Gl02Mf8G5RRk39_lw,4.0,4.491990537634263,36.12617589999999,-115.1909378
7995,mY3mROf28N-vY1fpR-FFUw,LPnGdeEJyMMO02e02PqZBA,4.0,4.067860891158885,36.118399,-115.172945
7998,Gab1_sLsjJLAJojoFd-d-g,fL-b760btOaGa85OJ9ut3w,4.0,4.438254692809733,36.1321875,-115.1770963
8003,7Oe6ikklTjVBbEFw9emLcA,FvVSy2r7_zDEhZWqLgjXNQ,4.0,3.948754366032529,36.1761018,-115.2602821
8005,4cdPjnXl6DNngTeVDafPkg,r4KXghbUeo7mugAzinG9bA,4.0,3.2539867357562,36.0975350381,-115.29797797549999
